Distance_m,ADS_impulse,DGV3_impulse,ADS_step,DGV3_step
0,2552141.612,2756.120058,0.001276007006,1.377991129e-06
0.05025394548,2837122.344,2756.136808,0.002694497253,2.755990633e-06
0.100507891,1321562.683,2756.149873,0.003355245558,4.133996669e-06
0.1507618364,1476806.272,2756.166946,0.004093611776,5.512011241e-06
0.2010157819,982098.0217,2756.182058,0.004584636235,6.890033369e-06
0.2512697274,1101242.62,2756.199109,0.005135230016,8.268064022e-06
0.3015236729,815161.6802,2756.215154,0.005542790478,9.646102697e-06
0.3517776184,909622.6648,2756.23257,0.005997579071,1.102415008e-05
0.4020315638,710958.1399,2756.249362,0.006353040368,1.240220586e-05
0.4522855093,789073.1075,2756.267249,0.006747557195,1.378027058e-05
0.5025394548,637882.4099,2756.284719,0.007066482454,1.515834404e-05
0.5527934003,704507.7216,2756.303123,0.007418718703,1.653642669e-05
0.6030473458,582935.2526,2756.32124,0.007710171757,1.791451841e-05
0.6533012912,641061.4723,2756.340184,0.008030686467,1.92926196e-05
0.7035552367,539648.2026,2756.35893,0.008300497078,2.067073015e-05
0.7538091822,591233.8106,2756.378427,0.008596099203,2.204885046e-05
0.8040631277,504388.432,2756.397793,0.00884828081,2.342698045e-05
0.8543170732,550783.0474,2756.417851,0.009123658565,2.480512047e-05
0.9045710187,474936.0229,2756.437829,0.009361114703,2.618327048e-05
0.9548249641,517108.6195,2756.458455,0.009619656086,2.75614308e-05
1.00507891,449847.0416,2756.47904,0.009844568361,2.893960141e-05
1.055332855,488516.8253,2756.500238,0.01008881456,3.031778262e-05
1.105586801,428135.9344,2756.521426,0.01030287183,3.169597442e-05
1.155840746,463851.5257,2756.543199,0.01053478599,3.307417711e-05
1.206094692,409103.7176,2756.564988,0.01073932762,3.44523907e-05
1.256348637,442293.2743,2756.587338,0.01096046321,3.583061545e-05
1.306602582,392238.9025,2756.609727,0.01115657285,3.72088514e-05
1.356856528,423243.0865,2756.632655,0.01136818381,3.858709882e-05
1.407110473,377157.3401,2756.655641,0.01155675306,3.996535773e-05
1.457364419,406251.7172,2756.679149,0.01175986876,4.134362839e-05
1.507618364,363564.1085,2756.702732,0.01194164172,4.272191084e-05
1.55787231,390974.8017,2756.726821,0.01213711935,4.410020534e-05
1.608126255,351228.4866,2756.751,0.01231272481,4.547851192e-05
1.658380201,377143.382,2756.775671,0.01250128708,4.685683084e-05
1.708634146,339967.0113,2756.800444,0.01267126208,4.823516215e-05
1.758888092,364543.9542,2756.825698,0.01285352495,4.961350608e-05
1.809142037,329631.703,2756.851065,0.01301833256,5.099186269e-05
1.859395983,353004.6044,2756.876903,0.01319482604,5.237023223e-05
1.909649928,320101.6917,2756.902863,0.01335486888,5.374861474e-05
1.959903874,342385.1547,2756.929285,0.0135260529,5.512701046e-05
2.010157819,311277.14,2756.955838,0.01368168369,5.650541946e-05
2.060411765,332570.0173,2756.982845,0.01384796038,5.788384196e-05
2.11066571,303074.7541,2757.00999,0.01399949018,5.926227803e-05
2.160919656,323462.9203,2757.037582,0.01416121356,6.06407279e-05
2.211173601,295424.4136,2757.065319,0.01430891838,6.201919164e-05
2.261427547,314982.9513,2757.093496,0.01446640198,6.339766946e-05
2.311681492,288266.605,2757.121826,0.01461052807,6.477616145e-05
2.361935438,307061.5485,2757.150588,0.01476405117,6.615466782e-05
2.412189383,281550.4415,2757.179509,0.01490481936,6.753318865e-05
2.462443329,299640.1807,2757.208858,0.01505463196,6.891172415e-05
2.512697274,275232.1167,2757.23837,0.01519224113,7.029027441e-05
2.56295122,292668.5383,2757.268305,0.01533856809,7.166883963e-05
2.613205165,269273.685,2757.298408,0.0154731982,7.304741991e-05
2.66345911,286103.1078,2757.328929,0.0156162426,7.442601544e-05
2.713713056,263642.0891,2757.359624,0.01574805705,7.580462632e-05
2.763967001,279906.0364,2757.390731,0.01588800307,7.718325276e-05
2.814220947,258308.3777,2757.422017,0.0160171508,7.856189484e-05
2.864474892,274044.2203,2757.453711,0.01615416606,7.994055276e-05
2.914728838,253247.0716,2757.485587,0.01628078327,8.131922662e-05
2.964982783,268488.5657,2757.517868,0.01641502084,8.269791662e-05
3.015236729,248435.6453,2757.550335,0.01653923245,8.407662285e-05
3.065490674,263213.3863,2757.583203,0.01667083257,8.545534551e-05
3.11574462,243854.1001,2757.616261,0.01679275352,8.683408471e-05
3.165998565,258195.9067,2757.649716,0.01692184502,8.821284063e-05
3.216252511,239484.6106,2757.683364,0.01704158134,8.959161337e-05
3.266506456,253415.8524,2757.717406,0.01716828293,9.097040314e-05
3.316760402,235311.2296,2757.751645,0.01728593266,9.234921002e-05
3.367014347,248855.1074,2757.786274,0.01741035399,9.372803421e-05
3.417268293,231319.6406,2757.821103,0.01752600803,9.510687582e-05
3.467522238,244497.4282,2757.85632,0.01764825063,9.648573504e-05
3.517776184,227496.9497,2757.891739,0.01776199342,9.786461196e-05
3.568030129,240328.2018,2757.927544,0.01788215151,9.924350679e-05
3.618284075,223831.5078,2757.963553,0.01799406167,0.0001006224196
3.66853802,236334.2416,2757.999945,0.01811222288,0.0001020013506
3.718791966,220312.7606,2758.036545,0.01822237376,0.0001033803
3.769045911,232503.6133,2758.073525,0.01833861975,0.0001047592678
3.819299857,216931.1193,2758.110714,0.01844707989,0.0001061382542
3.869553802,228825.486,2758.148282,0.01856148691,0.0001075172594
3.919807747,213677.8497,2758.186062,0.01866832049,0.0001088962835
3.970061693,225290.0046,2758.224218,0.01878095986,0.0001102753266
4.020315638,210544.9767,2758.262587,0.01888622709,0.000111654389
4.070569584,221888.1798,2758.301331,0.01899716563,0.0001130334707
4.120823529,207525.2011,2758.340291,0.01910092304,0.0001144125719
4.171077475,218611.7924,2758.379623,0.01921022348,0.0001157916927
4.22133142,204611.8279,2758.419172,0.01931252427,0.0001171708333
4.271585366,215453.3109,2758.459092,0.01942024554,0.0001185499939
4.321839311,201798.7032,2758.499232,0.01952113985,0.0001199291746
4.372093257,212405.8189,2758.53974,0.01962733745,0.0001213083755
4.422347202,199080.1589,2758.58047,0.01972687255,0.0001226875968
4.472601148,209462.9523,2758.621566,0.01983159879,0.0001240668386
4.522855093,196450.9649,2758.662886,0.01992981936,0.0001254461011
4.573109039,206618.8439,2758.704571,0.02003312362,0.0001268253844
4.623362984,193906.286,2758.74648,0.02013007192,0.0001282046887
4.67361693,203868.0745,2758.788753,0.02023200086,0.0001295840141
4.723870875,191441.6444,2758.831253,0.02032771689,0.0001309633607
4.774124821,201205.6296,2758.874115,0.02042831468,0.0001323427288
4.824378766,189052.8865,2758.917204,0.0205228364,0.0001337221185
4.874632712,198626.8619,2758.960654,0.02062214486,0.0001351015298
