Distance_m,ADS_impulse,DGV3_impulse,ADS_step,DGV3_step
0,2607642.004,6511.411309,0.001303788407,3.255624264e-06
0.0502552018,2892607.152,6510.164524,0.002750055826,6.510625151e-06
0.1005104036,1377063.223,6508.914079,0.003438570225,9.765000831e-06
0.1507656054,1532301.602,6507.667666,0.004204701873,1.301875332e-05
0.2010208072,1037596.315,6506.419317,0.004723487061,1.627188165e-05
0.251276009,1156736.158,6505.172931,0.005301840681,1.95243868e-05
0.3015312108,870655.5769,6503.925563,0.005737157586,2.277626829e-05
0.3517864126,965112.1134,6502.67959,0.00621970158,2.60275268e-05
0.4020416144,766446.8616,6501.433015,0.00660291543,2.927816204e-05
0.4522968162,844557.5832,6500.187561,0.007025183665,3.252817457e-05
0.502552018,693365.5734,6498.941713,0.007371857785,3.577756419e-05
0.5528072198,759986.7801,6497.696822,0.007751841675,3.902633139e-05
0.6030624216,638412.6375,6496.451668,0.008071040014,4.227447602e-05
0.6533176234,696534.8561,6495.207364,0.008419298736,4.552199851e-05
0.7035728252,595119.6703,6493.962886,0.008716851132,4.876889878e-05
0.753828027,646701.3569,6492.719181,0.009040193727,5.201517722e-05
0.8040832288,559853.8904,6491.475368,0.009320113674,5.526083376e-05
0.8543384306,606244.6478,6490.232271,0.00962322842,5.850586877e-05
0.9045936324,530395.4087,6488.989116,0.009888419495,6.175028222e-05
0.9548488342,572564.199,6487.746632,0.01017469444,6.499407444e-05
1.005104036,505300.3108,6486.50413,0.01042733828,6.823724542e-05
1.055359238,543966.3317,6485.262262,0.01069931464,7.147979549e-05
1.10561444,483583.057,6484.020408,0.01094110013,7.472172465e-05
1.155869641,519294.9227,6482.779161,0.0112007411,7.796303319e-05
1.206124843,464544.6736,6481.537952,0.01143300763,8.120372115e-05
1.256380045,497730.5376,6480.297325,0.01168186667,8.444378881e-05
1.306635247,447673.6803,6479.05676,0.01190569792,8.768323621e-05
1.356890449,478674.2009,6477.816756,0.01214502904,9.092206361e-05
1.40714565,432585.9348,6476.576832,0.0123613166,9.416027108e-05
1.457400852,461676.6757,6475.337452,0.01259214916,9.739785886e-05
1.507656054,418986.521,6474.098168,0.01280163719,0.000100634827
1.557911256,446393.6033,6472.859411,0.01302482841,0.0001038711758
1.608166458,406644.723,6471.620765,0.01322814569,0.0001071069053
1.658421659,432556.0317,6470.382634,0.0134444183,0.0001103420157
1.708676861,395377.0826,6469.144625,0.0136421019,0.0001135765072
1.758932063,419950.4624,6467.907119,0.01385207188,0.0001168103799
1.809187265,385035.6247,6466.669746,0.01404458488,0.000120043634
1.859442467,408404.9863,6465.432865,0.01424878226,0.0001232762696
1.909697668,375499.4837,6464.196127,0.01443652731,0.0001265082868
1.95995287,397779.4302,6462.959872,0.01463541206,0.000129739686
2.010208072,366668.8264,6461.723768,0.01481874189,0.0001329704671
2.060463274,387958.2111,6460.488138,0.01501271614,0.0001362006304
2.110718476,358460.3636,6459.252668,0.01519194184,0.000139430176
2.160973677,378845.0615,6458.017664,0.01538135964,0.0001426591041
2.211228879,350803.9792,6456.782826,0.01555675724,0.0001458874148
2.261484081,370359.074,6455.548447,0.01574193215,0.0001491151084
2.311739283,343640.1641,6454.314241,0.01591374794,0.0001523421848
2.361994485,362431.6912,6453.080488,0.01609495925,0.0001555686444
2.412249686,336918.0361,6451.846913,0.01626341406,0.0001587944872
2.462504888,355004.3865,6450.613785,0.01644091182,0.0001620197135
2.51276009,330593.7935,6449.38084,0.01660620458,0.0001652443233
2.563015292,348026.8554,6448.148337,0.01678021366,0.0001684683168
2.613270493,324629.4953,6446.916023,0.01694252435,0.0001716916943
2.663525695,341455.5893,6445.684145,0.01711324787,0.0001749144558
2.713780897,318992.0892,6444.45246,0.01727273993,0.0001781366014
2.764036099,335252.7404,6443.221207,0.01744036211,0.0001813581315
2.814291301,313652.629,6441.990151,0.0175971845,0.000184579046
2.864546502,329385.21,6440.759522,0.01776187299,0.0001877993453
2.914801704,308585.6406,6439.529094,0.01791616196,0.0001910190294
2.965056906,323823.9098,6438.299089,0.01807806986,0.0001942380984
3.015312108,303768.6039,6437.069289,0.01822995037,0.0001974565526
3.06556731,318543.1588,6435.839908,0.01838921797,0.0002006743921
3.115822511,299181.5255,6434.610736,0.01853880499,0.0002038916171
3.166077713,313520.1871,6433.381978,0.01869556116,0.0002071082276
3.216332915,294806.5857,6432.153433,0.01884296077,0.0002103242239
3.266588117,308734.726,6430.925299,0.01899732427,0.0002135396062
3.316843319,290627.8428,6429.697379,0.01914263456,0.0002167543745
3.36709852,304168.6652,6428.469868,0.01929471509,0.0002199685291
3.417353722,286630.9865,6427.242575,0.019438027,0.0002231820701
3.467608924,299805.7672,6426.015687,0.01958792614,0.0002263949976
3.517864126,282803.1284,6424.789018,0.01972932417,0.0002296073118
3.568119328,295631.4251,6423.562753,0.01987713619,0.0002328190129
3.618374529,279132.6258,6422.336709,0.02001669901,0.0002360301009
3.668629731,291632.4583,6421.111066,0.0201625116,0.0002392405762
3.718884933,275608.9304,6419.885647,0.02030031262,0.0002424504388
3.769140135,287796.9386,6418.660625,0.02044420749,0.0002456596889
3.819395337,272222.4595,6417.43583,0.02058031531,0.0002488683266
3.869650538,284114.0417,6416.21143,0.02072236878,0.0002520763521
3.91990574,268964.4855,6414.987258,0.02085684766,0.0002552837655
3.970160942,280573.9187,6413.763479,0.02099713112,0.0002584905671
4.020416144,265827.0395,6412.539931,0.02113004131,0.0002616967569
4.070671346,277167.5868,6411.316773,0.02126862164,0.0002649023352
4.120926547,262802.8289,6410.093847,0.02140001977,0.000268107302
4.171181749,273886.8332,6408.871309,0.02153695977,0.0002713116575
4.221436951,259885.1651,6407.649005,0.0216668991,0.0002745154019
