case,length,csv,f_max,n_raw,df_med,combo,df_hz,stop_hz,available,dmax,dd,N,detectable,alias_margin,peak_m,peak_error,peak_abs,bg90,bgmed,score90,tol,folded_m
深圳-3900m,3900.0,/mnt/data/cable_field_data/深圳-3900m/2026-2-3 12.45.59-A相[末端开路].csv,1000000000.0,49999,697.0,30k/150.0M,30000.0,149979000.0,True,3345.931310865573,0.3346265937459319,9999.0,False,0.8579311053501469,,,,,,,,554.0686891344271
深圳-3900m,3900.0,/mnt/data/cable_field_data/深圳-3900m/2026-2-3 12.45.59-A相[末端开路].csv,1000000000.0,49999,697.0,40k/200.0M,40000.0,199969000.0,True,2509.44848314918,0.25096994530944894,9999.0,False,0.6434483290126103,,,,,,,,1390.55151685082
深圳-3900m,3900.0,/mnt/data/cable_field_data/深圳-3900m/2026-2-3 12.45.59-A相[末端开路].csv,1000000000.0,49999,697.0,200k/1000M,200000.0,1000000000.0,True,501.88969662983595,0.05018395126785681,10001.0,False,0.12868966580252203,,,,,,,,386.77212359114833
深圳-830m,830.0,/mnt/data/cable_field_data/深圳-830m/2025-5-30 11.43.53-A相[末端开路].csv,1000000000.0,49999,697.0,10k/50.0M,10000.0,49999000.0,True,10037.79393259672,1.0038797812377958,9999.0,True,12.093727629634602,970.7517484569485,140.75174845694846,1499973.0996481895,44099.37359721043,9218.918898676306,34.013478589253076,149.4,
深圳-830m,830.0,/mnt/data/cable_field_data/深圳-830m/2025-5-30 11.43.53-A相[末端开路].csv,1000000000.0,49999,697.0,15k/75.0M,15000.0,74994000.0,True,6691.862621731146,0.6692531874918638,9999.0,True,8.062485086423067,970.4171218632025,140.4171218632025,1993367.0697525027,67666.41160699027,14675.095132772243,29.45873768702371,149.4,
深圳-830m,830.0,/mnt/data/cable_field_data/深圳-830m/2025-5-30 11.43.53-A相[末端开路].csv,1000000000.0,49999,697.0,20k/100.0M,20000.0,99989000.0,True,5018.89696629836,0.5019398906188979,9999.0,True,6.046863814817301,970.7517484569485,140.75174845694846,1525981.8433733147,75444.76888287609,22890.502609711846,20.22647648032853,149.4,
深圳-830m,830.0,/mnt/data/cable_field_data/深圳-830m/2025-5-30 11.43.53-A相[末端开路].csv,1000000000.0,49999,697.0,25k/125.0M,25000.0,124984000.0,True,4015.1175730386876,0.4015519124951183,9999.0,True,4.83749105185384,971.3540763256912,141.35407632569115,1723240.8478181444,96059.56888095809,23197.20176084961,17.93929400155514,149.4,
深圳-830m,830.0,/mnt/data/cable_field_data/深圳-830m/2025-5-30 11.43.53-A相[末端开路].csv,1000000000.0,49999,697.0,30k/150.0M,30000.0,149979000.0,True,3345.931310865573,0.3346265937459319,9999.0,True,4.031242543211533,970.7517484569485,140.75174845694846,1454296.7349692122,133249.31062303565,41516.52552776641,10.914103256289557,149.4,
深圳-830m,830.0,/mnt/data/cable_field_data/深圳-830m/2025-5-30 11.43.53-A相[末端开路].csv,1000000000.0,49999,697.0,40k/200.0M,40000.0,199969000.0,True,2509.44848314918,0.25096994530944894,9999.0,True,3.0234319074086504,971.2536883475673,141.25368834756728,1484089.128234057,170012.09551949106,61934.45866272745,8.729314956675617,149.4,
深圳-830m,830.0,/mnt/data/cable_field_data/深圳-830m/2025-5-30 11.43.53-A相[末端开路].csv,1000000000.0,49999,697.0,200k/1000M,200000.0,1000000000.0,True,501.88969662983595,0.05018395126785681,10001.0,False,0.60468638148173,,,,,,,,328.11030337016405
莱芜-1500m,1500.0,/mnt/data/cable_field_data/莱芜-1500m/2024-4-17 15.30.54-A (2).csv,1000000000.0,49999,697.0,10k/50.0M,10000.0,49999000.0,True,10037.79393259672,1.0038797812377958,9999.0,True,6.691862621731147,1314.0786336402743,-185.92136635972565,79494.23524696456,64359.75735595548,17537.53026679374,1.2351543652861305,270.0,
莱芜-1500m,1500.0,/mnt/data/cable_field_data/莱芜-1500m/2024-4-17 15.30.54-A (2).csv,1000000000.0,49999,697.0,15k/75.0M,15000.0,74994000.0,True,6691.862621731146,0.6692531874918638,9999.0,True,4.461241747820764,1313.7440070465286,-186.25599295347138,56630.868974631725,63304.2576735519,22871.891229885197,0.8945823086128964,270.0,
莱芜-1500m,1500.0,/mnt/data/cable_field_data/莱芜-1500m/2024-4-17 15.30.54-A (2).csv,1000000000.0,49999,697.0,20k/100.0M,20000.0,99989000.0,True,5018.89696629836,0.5019398906188979,9999.0,True,3.3459313108655735,1321.607731999558,-178.39226800044207,36891.16505816267,38854.75311267658,15141.23127646652,0.9494633758495487,270.0,
莱芜-1500m,1500.0,/mnt/data/cable_field_data/莱芜-1500m/2024-4-17 15.30.54-A (2).csv,1000000000.0,49999,697.0,25k/125.0M,25000.0,124984000.0,True,4015.1175730386876,0.4015519124951183,9999.0,True,2.6767450486924584,1313.074753859037,-186.92524614096305,49940.728748354784,52867.9438376906,35370.09493876474,0.944631569210964,270.0,
莱芜-1500m,1500.0,/mnt/data/cable_field_data/莱芜-1500m/2024-4-17 15.30.54-A (2).csv,1000000000.0,49999,697.0,30k/150.0M,30000.0,149979000.0,True,3345.931310865573,0.3346265937459319,9999.0,True,2.230620873910382,1307.386101765356,-192.613898234644,64058.096906213,118584.97953567813,47279.89977874702,0.540187274619718,270.0,
莱芜-1500m,1500.0,/mnt/data/cable_field_data/莱芜-1500m/2024-4-17 15.30.54-A (2).csv,1000000000.0,49999,697.0,40k/200.0M,40000.0,199969000.0,True,2509.44848314918,0.25096994530944894,9999.0,True,1.6729656554327867,1313.3257238043461,-186.67427619565387,128168.88714081302,156920.40082722428,52954.60599429485,0.8167764450329958,270.0,
莱芜-1500m,1500.0,/mnt/data/cable_field_data/莱芜-1500m/2024-4-17 15.30.54-A (2).csv,1000000000.0,49999,697.0,200k/1000M,200000.0,1000000000.0,True,501.88969662983595,0.05018395126785681,10001.0,False,0.3345931310865573,,,,,,,,496.2206067403281
莱芜-1600m,1600.0,/mnt/data/cable_field_data/莱芜-1600m/2024-4-17 15.30.54-A.csv,1000000000.0,49999,697.0,10k/50.0M,10000.0,49999000.0,True,10037.79393259672,1.0038797812377958,9999.0,True,6.27362120787295,1856.1737155086844,256.1737155086844,1284789.3127705972,60514.256372020056,17336.356921219623,21.231184018393467,288.0,
莱芜-1600m,1600.0,/mnt/data/cable_field_data/莱芜-1600m/2024-4-17 15.30.54-A.csv,1000000000.0,49999,697.0,15k/75.0M,15000.0,74994000.0,True,6691.862621731146,0.6692531874918638,9999.0,True,4.182414138581966,1855.8390889149384,255.83908891493843,1031187.4918392958,61153.29564120059,22609.828785272075,16.86233719748307,288.0,
莱芜-1600m,1600.0,/mnt/data/cable_field_data/莱芜-1600m/2024-4-17 15.30.54-A.csv,1000000000.0,49999,697.0,20k/100.0M,20000.0,99989000.0,True,5018.89696629836,0.5019398906188979,9999.0,True,3.136810603936475,1856.1737155086844,256.1737155086844,892869.0043316577,35617.59817242959,14939.299343641333,25.06819802978175,288.0,
莱芜-1600m,1600.0,/mnt/data/cable_field_data/莱芜-1600m/2024-4-17 15.30.54-A.csv,1000000000.0,49999,697.0,25k/125.0M,25000.0,124984000.0,True,4015.1175730386876,0.4015519124951183,9999.0,True,2.5094484831491797,1855.9729395524369,255.97293955243686,440439.43314042984,49533.13900672756,33933.24262471155,8.8918134802765,288.0,
莱芜-1600m,1600.0,/mnt/data/cable_field_data/莱芜-1600m/2024-4-17 15.30.54-A.csv,1000000000.0,49999,697.0,30k/150.0M,30000.0,149979000.0,True,3345.931310865573,0.3346265937459319,9999.0,True,2.091207069290983,1855.8390889149384,255.83908891493843,1041463.0309337365,120239.94610325788,47278.55303162616,8.661539402549002,288.0,
莱芜-1600m,1600.0,/mnt/data/cable_field_data/莱芜-1600m/2024-4-17 15.30.54-A.csv,1000000000.0,49999,697.0,40k/200.0M,40000.0,199969000.0,True,2509.44848314918,0.25096994530944894,9999.0,True,1.5684053019682376,1855.9227455633745,255.92274556337452,1311877.5082484349,161341.18375934256,52726.52632450909,8.131076503103131,288.0,
莱芜-1600m,1600.0,/mnt/data/cable_field_data/莱芜-1600m/2024-4-17 15.30.54-A.csv,1000000000.0,49999,697.0,200k/1000M,200000.0,1000000000.0,True,501.88969662983595,0.05018395126785681,10001.0,False,0.31368106039364746,,,,,,,,94.33091011049214
